Date,Ticker,Action,Open,Close,RSI,ADX,Volume,EMA_20,Market Cap,Sector,Corresponding ETF,SP,Percentage Change,Transaction Price,Duration
2023-06-06,AAOI,Buy,2.359999895095825,2.7200000286102295,66.85573480009135,31.534266707413476,916000,1.9921895547616315,408143872,Technology,XLK,1.0,,2.359999895095825,2023-06-06 00:00:00
2023-06-07,AAOI,Sell,2.759999990463257,2.7200000286102295,75.9714077485818,33.49788384926801,400300,2.0615048379853076,408143872,Technology,XLK,1.0,15.25424362359079,2.7200000286102295,1
2023-06-08,AAOI,Buy,2.7200000286102295,3.119999885559082,75.97140774858181,35.32124262384722,1116100,2.1242186656638715,408143872,Technology,XLK,1.0,,2.7200000286102295,2023-06-08 00:00:00
2023-07-27,AAOI,Sell,8.010000228881836,6.190000057220459,56.028782034597434,53.59110346070828,4212900,7.594654580128515,408143872,Technology,XLK,1.0,127.57352912173346,6.190000057220459,49
2023-08-02,AAOI,Buy,6.809999942779541,7.389999866485596,50.396657572247484,40.884682945913084,2222100,7.300047741354338,408143872,Technology,XLK,1.0,,6.809999942779541,2023-08-02 00:00:00
2023-08-03,AAOI,Sell,7.630000114440918,6.590000152587891,52.67801340788763,38.71528096515569,4415400,7.308614610414458,408143872,Technology,XLK,0.0,-3.230540264907201,6.590000152587891,1
2023-08-31,AAOI,Buy,15.229999542236328,13.770000457763672,62.73157809725476,43.98595566188175,3029500,12.93377211464301,408143872,Technology,XLK,1.0,,15.229999542236328,2023-08-31 00:00:00
2023-09-05,AAOI,Sell,13.779999732971191,12.949999809265137,56.535716022112034,42.100574388984896,1894400,13.101659258859964,408143872,Technology,XLK,1.0,-14.97045174983901,12.949999809265137,5
2023-11-22,AAOI,Buy,13.619999885559082,13.210000038146973,69.61646828186912,31.739847822408382,1484000,10.826010109868172,408143872,Technology,XLK,1.0,,13.619999885559082,2023-11-22 00:00:00
2023-12-29,AAOI,Sell,21.760000228881836,19.31999969482422,63.3670634343487,45.765432417424044,7625300,19.73990368444275,408143872,Technology,XLK,1.0,41.85021921555735,19.31999969482422,37
2023-02-16,ACM,Buy,89.56999969482422,90.41000366210938,63.86181255966022,30.43874414795808,726600,88.41092288582524,11889332224,Industrials,XLI,1.0,,89.56999969482422,2023-02-16 00:00:00
2023-02-22,ACM,Sell,88.9800033569336,88.1500015258789,53.75978539878361,32.67970018366576,835000,88.68628886234723,11889332224,Industrials,XLI,0.0,-1.585350199601895,88.1500015258789,6
2023-11-28,ACM,Buy,88.19000244140625,87.4000015258789,75.0714166984499,31.016825141159153,721000,83.88164055159044,11889332224,Industrials,XLI,1.0,,88.19000244140625,2023-11-28 00:00:00
2023-12-08,ACM,Sell,91.5,91.2300033569336,77.55124092934513,42.370143376833724,478400,87.22548816702152,11889332224,Industrials,XLI,1.0,3.447103788830407,91.2300033569336,10
2023-12-11,ACM,Buy,91.29000091552734,91.58999633789062,75.44695328506617,43.62627642586036,932200,87.60687056606076,11889332224,Industrials,XLI,1.0,,91.29000091552734,2023-12-11 00:00:00
2023-12-21,ACM,Sell,92.0999984741211,92.6500015258789,60.65901153354496,46.03418669051792,464000,90.29499640113602,11889332224,Industrials,XLI,1.0,1.4897585679838048,92.6500015258789,10
2023-12-26,ACM,Buy,92.37999725341797,92.23999786376953,61.90631391189988,44.444998572557104,515000,90.66887438772088,11889332224,Industrials,XLI,1.0,,92.37999725341797,2023-12-26 00:00:00
2023-12-27,ACM,Sell,92.1500015258789,92.55000305175781,62.451144286391745,43.76362748419874,360000,90.8185051949636,11889332224,Industrials,XLI,1.0,0.18402879778560904,92.55000305175781,1
2023-06-20,ACRE,Buy,10.119999885559082,10.15999984741211,66.71736211909017,30.65345046331762,522100,9.630530742297715,379367328,Real Estate,XLRE,1.0,,10.119999885559082,2023-06-20 00:00:00
2023-06-21,ACRE,Sell,10.130000114440918,10.25,67.40531320657786,30.895203521590673,638100,9.68095637135623,379367328,Real Estate,XLRE,0.0,1.2845861256028668,10.25,1
2023-06-30,ACRE,Buy,10.239999771118164,10.149999618530273,58.25955027251853,31.84944411693329,531600,9.953937911347984,379367328,Real Estate,XLRE,1.0,,10.239999771118164,2023-06-30 00:00:00
2023-07-03,ACRE,Sell,10.079999923706055,10.130000114440918,58.68904737042915,30.924371172586973,356800,9.972610454889153,379367328,Real Estate,XLRE,1.0,-1.0742154212493171,10.130000114440918,3
2023-07-20,ACRE,Buy,11.020000457763672,10.819999694824219,70.4495198247278,30.73225095286461,665700,10.400678508311051,379367328,Real Estate,XLRE,1.0,,11.020000457763672,2023-07-20 00:00:00
2023-07-21,ACRE,Sell,10.9399995803833,10.630000114440918,64.06050345752183,31.159949640176755,367400,10.440613859407543,379367328,Real Estate,XLRE,1.0,-3.5390229321451234,10.630000114440918,1
2023-07-24,ACRE,Buy,10.710000038146973,10.600000381469727,58.07364322603343,31.247938133988942,630700,10.458650645601198,379367328,Real Estate,XLRE,1.0,,10.710000038146973,2023-07-24 00:00:00
2023-07-25,ACRE,Sell,10.5600004196167,10.479999542236328,57.16521618643925,30.967893381398646,485600,10.472112525207724,379367328,Real Estate,XLRE,1.0,-2.147530299639839,10.479999542236328,1
2023-12-29,ACP,Buy,6.860000133514404,6.800000190734863,69.31443151668475,39.998095380346115,501700,6.697884125599932,349136992,Financial Services,XLF,1.0,,6.860000133514404,2023-12-29 00:00:00
2023-12-29,ACP,Sell,6.860000133514404,6.800000190734863,69.31443151668475,39.998095380346115,501700,6.697884125599932,349136992,Financial Services,XLF,1.0,-0.8746347173728525,6.800000190734863,0
2023-02-02,ACVA,Buy,10.5,11.069999694824219,68.0544081498531,31.147565070286237,2547300,9.24958265031374,2946820864,Consumer Cyclical,XLY,1.0,,10.5,2023-02-02 00:00:00
2023-02-09,ACVA,Sell,10.539999961853027,9.800000190734863,60.986124770144514,38.332948767317156,662000,9.824029412244508,2946820864,Consumer Cyclical,XLY,1.0,-6.666664850144159,9.800000190734863,7
2023-02-13,ACVA,Buy,9.649999618530273,10.300000190734863,51.23102563526684,35.78293298131311,1075700,9.81109892669017,2946820864,Consumer Cyclical,XLY,1.0,,9.649999618530273,2023-02-13 00:00:00
2023-02-22,ACVA,Sell,10.619999885559082,10.859999656677246,55.044538239022586,32.967149802225826,1430900,10.301958158366288,2946820864,Consumer Cyclical,XLY,0.0,12.538860994600325,10.859999656677246,9
2023-05-10,ACVA,Buy,13.479999542236328,13.65999984741211,61.95266083685268,30.82250591778627,1630200,12.880409512555339,2946820864,Consumer Cyclical,XLY,1.0,,13.479999542236328,2023-05-10 00:00:00
2023-05-26,ACVA,Sell,17.010000228881836,16.90999984741211,67.30202037605214,56.353120249664826,993900,15.74522653895874,2946820864,Consumer Cyclical,XLY,0.0,25.44510698556556,16.90999984741211,16
2023-06-01,ACVA,Buy,17.040000915527344,17.040000915527344,66.54997634424076,55.713996911214984,1728800,16.08039188247833,2946820864,Consumer Cyclical,XLY,1.0,,17.040000915527344,2023-06-01 00:00:00
2023-06-23,ACVA,Sell,17.489999771118164,17.170000076293945,59.27146200844191,40.79140337806082,4140600,17.41558244745201,2946820864,Consumer Cyclical,XLY,1.0,0.7629058320539323,17.170000076293945,22
2023-06-29,ACVA,Buy,17.110000610351562,17.59000015258789,51.04352690155337,31.5988333111304,1000000,17.259546114005833,2946820864,Consumer Cyclical,XLY,1.0,,17.110000610351562,2023-06-29 00:00:00
2023-06-30,ACVA,Sell,17.760000228881836,17.270000457763672,56.57773148472918,30.414653294727877,1185900,17.291017927204123,2946820864,Consumer Cyclical,XLY,1.0,0.9351247323469373,17.270000457763672,1
2023-08-04,ACT,Buy,28.649999618530273,28.989999771118164,74.14920042512033,36.86601435033099,1768700,26.95967289450599,4830437376,Financial Services,XLF,1.0,,28.649999618530273,2023-08-04 00:00:00
2023-08-07,ACT,Sell,29.149999618530273,29.56999969482422,76.45375587328182,39.069291912448996,246000,27.153037358945245,4830437376,Financial Services,XLF,1.0,3.2111695935203675,29.56999969482422,3
2023-12-15,ADCT,Buy,1.7100000381469727,1.590000033378601,83.92207630491586,30.401331409996402,866500,1.0484670029082066,330054848,Healthcare,XLV,1.0,,1.7100000381469727,2023-12-15 00:00:00
2023-12-22,ADCT,Sell,1.2999999523162842,1.4800000190734863,57.308375381177065,32.53272552697333,489300,1.1740375526738396,330054848,Healthcare,XLV,1.0,-13.450293213017932,1.4800000190734863,7
2023-05-15,ADEA,Buy,9.010000228881836,9.270000457763672,68.28592571158258,30.283577696526525,604214,8.048236670687018,1283637760,Technology,XLK,1.0,,9.010000228881836,2023-05-15 00:00:00
2023-05-16,ADEA,Sell,9.229999542236328,9.119999885559082,71.55241568076762,30.860689527422274,450902,8.16459512659908,1283637760,Technology,XLK,1.0,1.2208618632953945,9.119999885559082,1
2023-05-17,ADEA,Buy,9.140000343322754,9.289999961853027,67.53910227124675,31.396579084682617,553692,8.255586056023843,1283637760,Technology,XLK,1.0,,9.140000343322754,2023-05-17 00:00:00
2023-05-19,ADEA,Sell,9.300000190734863,9.279999732971191,67.16540423989564,31.571163598659176,488010,8.434663394023033,1283637760,Technology,XLK,1.0,1.5317219298652909,9.279999732971191,2
2023-05-22,ADEA,Buy,9.300000190734863,9.420000076293945,68.23695528324264,31.586361722805815,655565,8.51517161678,1283637760,Technology,XLK,1.0,,9.300000190734863,2023-05-22 00:00:00
2023-05-24,ADEA,Sell,9.170000076293945,9.25,64.0797056529522,32.55304685886497,362608,8.659312830292341,1283637760,Technology,XLK,1.0,-0.5376364484882058,9.25,2
2023-05-30,ADEA,Buy,9.789999961853027,9.770000457763672,72.01818758758898,35.01623693891775,760771,8.871610708548602,1283637760,Technology,XLK,1.0,,9.789999961853027,2023-05-30 00:00:00
2023-06-08,ADEA,Sell,10.539999961853027,10.539999961853027,71.83596001155105,43.39975425560417,419906,9.54046478655894,1283637760,Technology,XLK,1.0,7.6608784772461,10.539999961853027,9
2023-06-13,ADEA,Buy,10.579999923706055,10.640000343322754,69.12506344536428,45.25328086542096,514100,9.790595848196302,1283637760,Technology,XLK,1.0,,10.579999923706055,2023-06-13 00:00:00
2023-06-21,ADEA,Sell,10.75,10.710000038146973,69.74142901966603,46.88531825763418,425284,10.14916960939706,1283637760,Technology,XLK,1.0,1.228734549890057,10.710000038146973,8
2023-06-23,ADEA,Buy,10.430000305175781,10.369999885559082,67.57928754550268,47.66900205375236,3861253,10.250907555655548,1283637760,Technology,XLK,1.0,,10.430000305175781,2023-06-23 00:00:00
2023-06-26,ADEA,Sell,10.510000228881836,10.329999923706055,57.5318771449966,45.05800223346787,424861,10.262249682313028,1283637760,Technology,XLK,1.0,-0.9587764002279309,10.329999923706055,3
2023-06-29,ADEA,Buy,10.550000190734863,10.9399995803833,60.88628898766887,38.86036988033591,631837,10.311976105665723,1283637760,Technology,XLK,1.0,,10.550000190734863,2023-06-29 00:00:00
2023-07-03,ADEA,Sell,10.970000267028809,10.949999809265137,68.49215633879221,38.49109957169794,159660,10.432569995040653,1283637760,Technology,XLK,1.0,3.7914655099395915,10.949999809265137,4
2023-07-05,ADEA,Buy,10.869999885559082,10.770000457763672,66.55696122252354,38.19102075621061,508845,10.481849024966795,1283637760,Technology,XLK,1.0,,10.869999885559082,2023-07-05 00:00:00
2023-07-06,ADEA,Sell,10.649999618530273,10.789999961853027,60.98969819203381,36.78871969474916,403758,10.509292018566498,1283637760,Technology,XLK,1.0,-0.7359698670497272,10.789999961853027,1
