Date,Open,Close,Volume,symbol,marketCap,sector,averageVolume10days
2024-05-20 00:00:00-04:00,11.699999809265137,12.399999618530273,1946200,AAOI,467836384,Technology,2689690
2024-05-20 00:00:00-04:00,10.640000343322754,10.619999885559082,8500,AACT,664374976,Financial Services,20510
2024-05-20 00:00:00-04:00,0.38199999928474426,0.3449999988079071,94700,AAGR,18285910,Consumer Defensive,55550
2024-05-20 00:00:00-04:00,1.5299999713897705,1.4199999570846558,725700,ABAT,82916312,Basic Materials,429260
2024-05-20 00:00:00-04:00,12.229999542236328,12.229999542236328,0,ACBA,41963328,Financial Services,80
2024-05-20 00:00:00-04:00,66.3499984741211,66.79000091552734,648900,ACHC,6030348800,Healthcare,1115630
2024-05-20 00:00:00-04:00,75.05999755859375,74.9800033569336,423900,AAON,6297231872,Industrials,1983030
2024-05-20 00:00:00-04:00,11.420000076293945,11.420000076293945,0,ACAB,93271592,Financial Services,1280
2024-05-20 00:00:00-04:00,7.579999923706055,7.630000114440918,139400,AAN,229078736,Industrials,199490
2024-05-20 00:00:00-04:00,14.800000190734863,15.100000381469727,1705900,ACAD,2491532544,Healthcare,2316370
2024-05-20 00:00:00-04:00,1.7200000286102295,1.7000000476837158,2500,ABLV,75799904,Communication Services,8190
2024-05-20 00:00:00-04:00,3.2100000381469727,3.1600000858306885,324400,ACIU,325377376,Healthcare,3865420
2024-05-20 00:00:00-04:00,20.639999389648438,20.639999389648438,1581800,ACI,11845524480,Consumer Defensive,1796360
2024-05-20 00:00:00-04:00,4.929999828338623,5.059999942779541,57300,ACHV,177201104,Healthcare,133470
2024-05-20 00:00:00-04:00,37.369998931884766,37.290000915527344,336100,ACIW,3873865728,Technology,432080
2024-05-20 00:00:00-04:00,113.2300033569336,115.19000244140625,339500,ACLS,3646590720,Technology,403510
2024-05-20 00:00:00-04:00,53.72999954223633,54.36000061035156,305300,ACLX,2858108672,Healthcare,502730
2024-05-20 00:00:00-04:00,13.149999618530273,13.859999656677246,484500,ACIC,646641344,Financial Services,330800
2024-05-20 00:00:00-04:00,303.510009765625,305.70001220703125,2418000,ACN,190970150912,Technology,2677750
2024-05-20 00:00:00-04:00,6.989999771118164,6.989999771118164,595400,ACP,358516800,Financial Services,321710
2024-05-20 00:00:00-04:00,23.860000610351562,23.34000015258789,841800,ACMR,1443250176,Technology,1352630
2024-05-20 00:00:00-04:00,33.68000030517578,31.520000457763672,32300,ACNB,273252032,Financial Services,11750
2024-05-20 00:00:00-04:00,0.31299999356269836,0.32499998807907104,365300,ACON,2543085,Healthcare,488740
2024-05-20 00:00:00-04:00,10.079999923706055,10.010000228881836,2300,ACNT,105246576,Basic Materials,10460
2024-05-20 00:00:00-04:00,13.09000015258789,13.079999923706055,8800,ACR,104418272,Real Estate,17510
2024-05-20 00:00:00-04:00,6.840000152587891,6.929999828338623,553200,ACRE,377187072,Real Estate,547910
2024-05-20 00:00:00-04:00,31.510000228881836,31.06999969482422,147800,ACT,4879984128,Financial Services,162810
2024-05-20 00:00:00-04:00,8.989999771118164,8.550000190734863,60100,ACRV,257513344,Healthcare,97620
2024-05-20 00:00:00-04:00,1.1699999570846558,1.190000057220459,307400,ACRS,83736136,Healthcare,598690
2024-05-20 00:00:00-04:00,2.6500000953674316,2.7100000381469727,13600,ACST,25660362,Healthcare,17770
2024-05-20 00:00:00-04:00,22.6200008392334,22.600000381469727,23700,ACV,234790384,Financial Services,17710
2024-05-20 00:00:00-04:00,5.409999847412109,5.510000228881836,427600,ACTG,566124480,Industrials,306310
2024-05-20 00:00:00-04:00,18.549999237060547,18.760000228881836,992800,ACVA,3125115904,Consumer Cyclical,1295400
2024-05-20 00:00:00-04:00,2.569999933242798,2.5999999046325684,11900,ADAG,114794952,Healthcare,104370
2024-05-20 00:00:00-04:00,2.2699999809265137,2.2300000190734863,26500,ACXP,42459508,Healthcare,49420
2024-05-20 00:00:00-04:00,1.1200000047683716,1.100000023841858,699400,ADAP,273451360,Healthcare,896700
2024-05-20 00:00:00-04:00,483.0,484.69000244140625,1881100,ADBE,215604477952,Technology,2666800
2024-05-20 00:00:00-04:00,60.529998779296875,60.40999984741211,559000,ADC,6124073472,Real Estate,638090
2024-05-20 00:00:00-04:00,4.099999904632568,4.110000133514404,317200,ADCT,361328288,Healthcare,546300
2024-05-20 00:00:00-04:00,11.579999923706055,11.470000267028809,239657,ADEA,1273329664,Technology,478013
2024-05-20 00:00:00-04:00,50.31999969482422,49.540000915527344,187100,ABCB,3438778880,Financial Services,204910
2024-05-20 00:00:00-04:00,0.27000001072883606,0.25999999046325684,212900,ADD,5627750,Communication Services,216410
