Date,Symbol,OpeningPrice,ClosingPrice,PriceChange,PercentageChange
2022-05-19,BHP,57.20785140991211,61.56110763549805,4.3532562255859375,7.609543302707697
2022-05-19,APD,232.74000549316406,236.82000732421875,4.0800018310546875,1.753029876582401
2022-05-19,STZ,235.16000366210938,244.0,8.839996337890625,3.7591410955208224
2022-05-19,BMRN,78.4000015258789,78.77999877929688,0.37999725341796875,0.48469036482421013
2022-05-19,CAG,32.0,32.880001068115234,0.8800010681152344,2.7500033378601074
2022-05-19,AGR,46.619998931884766,48.61000061035156,1.9900016784667969,4.268557966666484
2022-05-19,SWAV,162.6699981689453,160.69000244140625,-1.9799957275390625,-1.217185559615415
2022-05-19,CIVI,60.650001525878906,69.12999725341797,8.479995727539062,13.98185575299732
2022-05-19,AGI,7.190000057220459,7.760000228881836,0.570000171661377,7.92767965403508
2022-05-19,BBIO,7.110000133514404,6.71999979019165,-0.3900003433227539,-5.485236793237309
2022-05-19,ALPN,7.900000095367432,8.34000015258789,0.440000057220459,5.569620910238665
2022-05-19,BVN,7.889999866485596,8.640000343322754,0.7500004768371582,9.505709626472115
2022-05-19,CDE,3.490000009536743,3.740000009536743,0.25,7.1633237626605215
2022-05-19,AG,8.100000381469727,8.239999771118164,0.1399993896484375,1.7283874451254646
2022-05-19,SGML,13.789999961853027,14.989999771118164,1.1999998092651367,8.701956581469686
2022-05-19,TLRY,4.78000020980835,4.260000228881836,-0.5199999809265137,-10.878660211342599
2022-05-19,CRON,3.319999933242798,3.0299999713897705,-0.28999996185302734,-8.73493878566952
2022-05-19,AGRO,10.270000457763672,10.720000267028809,0.4499998092651367,4.381692202603132
2022-05-19,NRIX,10.029999732971191,9.920000076293945,-0.1099996566772461,-1.0967064766278
2022-05-19,SRRK,5.210000038146973,5.050000190734863,-0.15999984741210938,-3.0710143232362834
2022-05-19,AUPH,11.069999694824219,11.3100004196167,0.24000072479248047,2.1680282873421657
2022-05-19,CVAC,18.170000076293945,18.450000762939453,0.2800006866455078,1.541005423609323
2022-05-19,CDMO,11.619999885559082,12.380000114440918,0.7600002288818359,6.540449538440503
2022-05-19,BRY,9.739999771118164,11.029999732971191,1.2899999618530273,13.24435310233004
2022-05-20,BHP,59.98215866088867,61.2756462097168,1.293487548828125,2.1564538151100967
2022-05-20,APD,237.36000061035156,236.4199981689453,-0.94000244140625,-0.3960239463216682
2022-05-20,STZ,236.25999450683594,243.02999877929688,6.7700042724609375,2.865489050142619
2022-05-20,BMRN,79.76000213623047,78.93000030517578,-0.8300018310546875,-1.04062413343099
2022-05-20,CAG,31.93000030517578,32.77000045776367,0.8400001525878906,2.630755228811346
2022-05-20,AGR,47.16999816894531,48.470001220703125,1.3000030517578125,2.755995552727577
