Date,Open,High,Low,Close,Adj Close,Volume,ADX,RSI,EMA_20,Ticker,Corresponding ETF,Sector,SP,Market Cap
2023-01-03,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,,,,SDA,XLY,Consumer Cyclical,,776846208
2023-01-04,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,22.908552165470155,62.133522573677006,10.3174914156834,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-05,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,23.336169344048823,62.133522573677006,10.320587507663049,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-06,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,300,23.733242438443302,62.13352257367701,10.323388733739876,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-09,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,1300,24.10195316895246,62.133522573677006,10.325923176380813,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-10,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,24.444327418710962,62.133522573677006,10.328216243532138,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-11,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,10.350000381469727,0,24.76224636491529,62.13352257367701,10.330290923335717,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-12,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,100,25.057456814962162,62.13352257367703,10.332168014586575,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-13,10.399999618530273,10.420000076293945,10.399999618530273,10.420000076293945,10.420000076293945,41100,26.801845190566205,76.03765138108265,10.338628167343117,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-17,10.399999618530273,10.4399995803833,10.39900016784668,10.4399995803833,10.4399995803833,18500,28.821755750083387,79.31033209772083,10.346377872957481,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-18,10.390000343322754,10.399999618530273,10.390000343322754,10.399999618530273,10.399999618530273,3100,31.039627062100738,81.96310465009944,10.355294226045654,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-19,10.430000305175781,10.460000038146973,10.399999618530273,10.449999809265137,10.449999809265137,9100,32.53779842012878,64.22601037616722,10.359551882472761,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-20,10.449999809265137,10.460000038146973,10.399999618530273,10.40999984741211,10.40999984741211,11100,34.82301232939563,72.29643665134488,10.368165970738701,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-23,10.40999984741211,10.40999984741211,10.40999984741211,10.40999984741211,10.40999984741211,0,36.94499667371485,60.531646513474136,10.372150149469501,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-24,10.40999984741211,10.449999809265137,10.40999984741211,10.449999809265137,10.449999809265137,9300,38.91541070772554,60.531646513474136,10.375754882606893,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-25,10.449999809265137,10.449999809265137,10.40999984741211,10.40999984741211,10.40999984741211,4400,41.197147804760114,66.79783024453934,10.382825828002916,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-26,10.40999984741211,10.40999984741211,10.40999984741211,10.40999984741211,10.40999984741211,0,43.31590368057793,57.044506765900174,10.38541382985141,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-27,10.449999809265137,10.449999809265137,10.444999694824219,10.444999694824219,10.444999694824219,5900,45.28331985098019,57.04450676590016,10.387755355333383,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-01-30,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,100,47.48954042028992,62.587929039146196,10.393207197189653,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-01-31,10.449999809265137,10.449999809265137,10.444999694824219,10.444999694824219,10.444999694824219,6000,49.53817380607752,62.587929039146196,10.398139816011993,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-01,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,0,51.48428986604982,62.5879290391462,10.402602661613157,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-02,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,10.444999694824219,0,53.291397636024094,62.587929039146196,10.406640474299925,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-03,10.420000076293945,10.420000076293945,10.399999618530273,10.399999618530273,10.399999618530273,9800,54.969426279571636,62.587929039146196,10.410293733397477,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-06,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,10.399999618530273,0,53.6938877553351,50.46021687369956,10.409313341505362,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-07,10.460000038146973,10.460000038146973,10.40999984741211,10.460000038146973,10.460000038146973,300,52.50945912568688,50.46021687369956,10.408426320269639,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-08,10.460000038146973,10.460000038146973,10.460000038146973,10.460000038146973,10.460000038146973,0,52.56685922815113,61.88189679495557,10.413338102924623,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-09,10.460000038146973,10.460000038146973,10.460000038146973,10.460000038146973,10.460000038146973,0,52.6201593232965,61.88189679495556,10.417782096755323,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-10,10.430000305175781,10.460000038146973,10.430000305175781,10.449999809265137,10.449999809265137,8700,52.66965226878863,61.88189679495556,10.421802853078336,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-13,10.449999809265137,10.449999809265137,10.449999809265137,10.449999809265137,10.449999809265137,1000,51.19800125494202,59.04795797577827,10.42448827747708,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-14,10.449999809265137,10.449999809265137,10.449999809265137,10.449999809265137,10.449999809265137,0,49.83146817065589,59.04795797577827,10.42691794717118,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-15,10.470000267028809,10.470000267028809,10.4399995803833,10.454999923706055,10.454999923706055,10700,48.56254459239019,59.04795797577827,10.429116219751556,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-16,10.454999923706055,10.454999923706055,10.454999923706055,10.454999923706055,10.454999923706055,0,47.886268557292816,60.18658207173466,10.43158133441389,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-17,10.470000267028809,10.479999542236328,10.470000267028809,10.470000267028809,10.470000267028809,9800,47.25829795327383,60.18658207173466,10.433811676251239,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-21,10.470000267028809,10.470000267028809,10.470000267028809,10.470000267028809,10.470000267028809,500,47.24254184433163,63.69832040901514,10.437258208706245,SDA,XLY,Consumer Cyclical,1.0,776846208
2023-02-22,10.470000267028809,10.470000267028809,10.470000267028809,10.470000267028809,10.470000267028809,1500,47.22791117174245,63.69832040901514,10.440376499975061,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-02-23,10.470000267028809,10.479999542236328,10.470000267028809,10.479999542236328,10.479999542236328,1500,47.21432554719535,63.69832040901515,10.443197811123037,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-02-24,10.479999542236328,10.479999542236328,10.479999542236328,10.479999542236328,10.479999542236328,600,47.43310206866066,66.18182104970934,10.44670273789573,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-02-27,10.479999542236328,10.479999542236328,10.479999542236328,10.479999542236328,10.479999542236328,500,47.636251695735595,66.18182104970933,10.449873862118645,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-02-28,10.5,10.520000457763672,10.5,10.520000457763672,10.520000457763672,10500,47.82489063516232,66.18182104970934,10.452742974510805,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-01,10.520000457763672,10.529999732971191,10.510000228881836,10.510000228881836,10.510000228881836,16000,48.83139676663716,74.79671842941443,10.459148449106316,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-02,10.489999771118164,10.489999771118164,10.479999542236328,10.489999771118164,10.489999771118164,2900,49.92726380258291,69.99608719818615,10.463991475751603,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-03,10.479999542236328,10.5,10.479999542236328,10.5,10.5,31400,49.05984903013349,61.495071956614865,10.466468456262705,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-06,10.479999542236328,10.529999732971191,10.479999542236328,10.529999732971191,10.529999732971191,41300,48.49683839890657,63.85857921566858,10.469661936618637,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-07,10.5,10.510000228881836,10.479999542236328,10.510000228881836,10.510000228881836,1100,48.60361209266737,69.8395372743761,10.475408393414119,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-08,10.479999542236328,10.524999618530273,10.479999542236328,10.524999618530273,10.524999618530273,8000,48.702759094016685,62.42306853870655,10.478702853934854,SDA,XLY,Consumer Cyclical,0.0,776846208
2023-03-09,10.5,10.5,10.5,10.5,10.5,1000,49.08037604634763,65.39144089749729,10.483112069610607,SDA,XLY,Consumer Cyclical,0.0,776846208
