Date,Open,High,Low,Close,Adj Close,Volume,ADX,RSI,EMA_20,Ticker,Corresponding ETF,Sector,SP,Market Cap
2023-01-03,120.01000213623047,120.97000122070312,116.12000274658203,117.7699966430664,117.7699966430664,251800,,,,SITE,XLI,Industrials,,6999737856
2023-01-04,119.2699966430664,121.79499816894531,118.24700164794922,120.83000183105469,120.83000183105469,144500,9.667773140026764,48.73017706320383,118.34748081087719,SITE,XLI,Industrials,0.0,6999737856
2023-01-05,119.37999725341797,119.75499725341797,116.94000244140625,118.48999786376953,118.48999786376953,189100,10.256089669089535,53.34622563304098,118.58391138422742,SITE,XLI,Industrials,0.0,6999737856
2023-01-06,120.54000091552734,124.2699966430664,119.41000366210938,123.98999786376953,123.98999786376953,152400,10.367989898181602,49.66385030021611,118.57496723942191,SITE,XLI,Industrials,0.0,6999737856
2023-01-09,125.8499984741211,130.44000244140625,125.0,127.5,127.5,288100,11.485907669200538,57.150696348703825,119.09068444174073,SITE,XLI,Industrials,0.0,6999737856
2023-01-10,126.2300033569336,129.5,126.2300033569336,129.22999572753906,129.22999572753906,236600,13.53618969115098,61.12464833520364,119.89157163776542,SITE,XLI,Industrials,0.0,6999737856
2023-01-11,129.0399932861328,130.89500427246094,127.37999725341797,129.52000427246094,129.52000427246094,271500,15.440022997247821,62.94856988998389,120.78094536060101,SITE,XLI,Industrials,1.0,6999737856
2023-01-12,131.08999633789062,131.08999633789062,127.33000183105469,129.77000427246094,129.77000427246094,134800,17.412184387350575,63.25975891645517,121.61323668554004,SITE,XLI,Industrials,1.0,6999737856
2023-01-13,128.30999755859375,132.09500122070312,126.67500305175781,132.0399932861328,132.0399932861328,209300,19.272552808760036,63.5440099764646,122.39007169381823,SITE,XLI,Industrials,1.0,6999737856
2023-01-17,132.08999633789062,136.44000244140625,132.0500030517578,132.0500030517578,132.0500030517578,381000,21.154155895982232,66.10805152657971,123.30911184546724,SITE,XLI,Industrials,1.0,6999737856
2023-01-18,132.83999633789062,135.8470001220703,131.6999969482422,132.27999877929688,132.27999877929688,159200,23.48741567054915,66.11936751535194,124.14157767463777,SITE,XLI,Industrials,1.0,6999737856
2023-01-19,130.42999267578125,130.97000122070312,127.13999938964844,130.16000366210938,130.16000366210938,255100,25.512076824818077,66.39699003678756,124.91666539889103,SITE,XLI,Industrials,0.0,6999737856
2023-01-20,131.0399932861328,135.89999389648438,130.0500030517578,135.88999938964844,135.88999938964844,248000,25.7280173424985,61.40252272434557,125.41603094776896,SITE,XLI,Industrials,0.0,6999737856
2023-01-23,135.72000122070312,138.72000122070312,134.72999572753906,138.6699981689453,138.6699981689453,183300,26.702259528110936,68.33547068954195,126.41355175175748,SITE,XLI,Industrials,0.0,6999737856
2023-01-24,138.1699981689453,140.35000610351562,137.25999450683594,138.69000244140625,138.69000244140625,114900,27.97676033130821,71.05221833450678,127.58083236291823,SITE,XLI,Industrials,0.0,6999737856
2023-01-25,136.8300018310547,141.8699951171875,133.71499633789062,141.83999633789062,141.83999633789062,227700,29.36015852058627,71.07145216282377,128.63884856086946,SITE,XLI,Industrials,0.0,6999737856
2023-01-26,143.2899932861328,145.22000122070312,140.67999267578125,144.22999572753906,144.22999572753906,293700,29.532076767820577,74.00086742555953,129.89610073010957,SITE,XLI,Industrials,1.0,6999737856
2023-01-27,142.5399932861328,150.72000122070312,142.5399932861328,147.25999450683594,147.25999450683594,506200,30.165150558460905,75.9876981266865,131.2612335870076,SITE,XLI,Industrials,1.0,6999737856
2023-01-30,145.44000244140625,147.60000610351562,144.44500732421875,145.3000030517578,145.3000030517578,264600,31.397988064067004,78.25633080087113,132.78492510318173,SITE,XLI,Industrials,1.0,6999737856
2023-01-31,146.30999755859375,151.52999877929688,146.30999755859375,151.50999450683594,151.50999450683594,186200,32.54276574784409,73.42391460374016,133.9768372887604,SITE,XLI,Industrials,1.0,6999737856
2023-02-01,150.3800048828125,154.33999633789062,150.3800048828125,153.83999633789062,153.83999633789062,513100,34.012521514928984,78.04900802133632,135.64666178571997,SITE,XLI,Industrials,1.0,6999737856
2023-02-02,157.0800018310547,165.32000732421875,155.61000061035156,164.00999450683594,164.00999450683594,685000,35.63507417347856,79.49118949993719,137.37936031449811,SITE,XLI,Industrials,1.0,6999737856
2023-02-03,160.99000549316406,164.85499572753906,158.0399932861328,159.86000061035156,159.86000061035156,294100,37.897992267831505,84.33038684662836,139.91561118995887,SITE,XLI,Industrials,1.0,6999737856
2023-02-06,157.42999267578125,158.0,153.77000427246094,155.52000427246094,155.52000427246094,302100,39.99927335544495,76.40755513445642,141.8150768490439,SITE,XLI,Industrials,1.0,6999737856
2023-02-07,154.25999450683594,154.60000610351562,150.55999755859375,153.86000061035156,153.86000061035156,421900,40.76268025669934,69.09651648183981,143.12030803222646,SITE,XLI,Industrials,1.0,6999737856
2023-02-08,153.13999938964844,154.4499969482422,151.97999572753906,152.22000122070312,152.22000122070312,159000,40.670009762607854,66.47643461492244,144.1431358968098,SITE,XLI,Industrials,1.0,6999737856
2023-02-09,153.9499969482422,155.63999938964844,149.00999450683594,149.36000061035156,149.36000061035156,223900,40.58395858952291,63.89851827188734,144.91236116575203,SITE,XLI,Industrials,1.0,6999737856
2023-02-10,148.27000427246094,149.02000427246094,145.7899932861328,146.8699951171875,146.8699951171875,265400,39.766909516786264,59.56073106314884,145.3359458747615,SITE,XLI,Industrials,1.0,6999737856
2023-02-13,147.6699981689453,151.58999633789062,146.9600067138672,151.57000732421875,151.57000732421875,314200,38.27461912828361,55.996566734437515,145.4820458026116,SITE,XLI,Industrials,1.0,6999737856
2023-02-14,149.7899932861328,158.05999755859375,149.7899932861328,156.25999450683594,156.25999450683594,924800,37.259671928884934,60.76871175573194,146.06185166181228,SITE,XLI,Industrials,1.0,6999737856
2023-02-15,150.24000549316406,159.61000061035156,145.55999755859375,159.08999633789062,159.08999633789062,590900,37.118998416761976,64.86359689703077,147.03310336133833,SITE,XLI,Industrials,1.0,6999737856
2023-02-16,153.7899932861328,155.63999938964844,151.14999389648438,152.42999267578125,152.42999267578125,473000,36.077410389396206,67.09544638323577,148.18137888291474,SITE,XLI,Industrials,1.0,6999737856
2023-02-17,151.2899932861328,154.42999267578125,151.1199951171875,152.24000549316406,152.24000549316406,515200,35.11022150684228,57.79192800211742,148.58600876794964,SITE,XLI,Industrials,1.0,6999737856
2023-02-21,148.5800018310547,150.99000549316406,145.47000122070312,147.0399932861328,147.0399932861328,424000,34.20533649489121,57.5467904763682,148.9340084560653,SITE,XLI,Industrials,1.0,6999737856
2023-02-22,147.94000244140625,149.94000244140625,145.81500244140625,147.97000122070312,147.97000122070312,285000,32.17739537058021,51.15142856169871,148.75362605892886,SITE,XLI,Industrials,0.0,6999737856
2023-02-23,149.99000549316406,150.00999450683594,145.55999755859375,149.41000366210938,149.41000366210938,366300,30.294307183719987,52.17511033369795,148.67899512195498,SITE,XLI,Industrials,0.0,6999737856
2023-02-24,146.6300048828125,149.32000732421875,146.14999389648438,148.8300018310547,148.8300018310547,393100,28.49237817080024,53.78988314157046,148.74861498292208,SITE,XLI,Industrials,0.0,6999737856
2023-02-27,150.47000122070312,151.77000427246094,147.60000610351562,148.47999572753906,148.47999572753906,172000,26.819158373089046,53.01346713760158,148.75636611131566,SITE,XLI,Industrials,0.0,6999737856
2023-02-28,148.89999389648438,151.1300048828125,148.13999938964844,148.33999633789062,148.33999633789062,241100,25.759867598988755,52.520797131106164,148.73004512238455,SITE,XLI,Industrials,0.0,6999737856
2023-03-01,148.24000549316406,149.35000610351562,144.7899932861328,145.2899932861328,145.2899932861328,301000,24.77624045160991,52.3113852377372,148.69289761909943,SITE,XLI,Industrials,0.0,6999737856
2023-03-02,143.7100067138672,146.94500732421875,142.52000427246094,146.22999572753906,146.22999572753906,150400,23.033821433985562,47.83644022305827,148.36881149215023,SITE,XLI,Industrials,0.0,6999737856
2023-03-03,147.3000030517578,148.88999938964844,146.02999877929688,148.5800018310547,148.5800018310547,194900,21.865389491453985,49.2766082336651,148.16511475266344,SITE,XLI,Industrials,0.0,6999737856
2023-03-06,149.14999389648438,150.19000244140625,144.24000549316406,145.47000122070312,145.47000122070312,264900,20.31616997080581,52.78607201117511,148.20462780774832,SITE,XLI,Industrials,0.0,6999737856
2023-03-07,145.32000732421875,147.3800048828125,143.6199951171875,144.77000427246094,144.77000427246094,308600,19.283651534519116,48.04817573525209,147.9441871804107,SITE,XLI,Industrials,1.0,6999737856
2023-03-08,145.24000549316406,146.3300018310547,143.76499938964844,145.7899932861328,145.7899932861328,175800,18.464750188433108,47.025080398148226,147.64188404632023,SITE,XLI,Industrials,1.0,6999737856
2023-03-09,146.22000122070312,148.64999389648438,143.125,143.4600067138672,143.4600067138672,390800,17.704341795638957,48.73793053823402,147.46551349773094,SITE,XLI,Industrials,1.0,6999737856
2023-03-10,143.6199951171875,143.6199951171875,132.8800048828125,135.60000610351562,135.60000610351562,797900,16.518862474183567,45.14689612898148,147.0840366611725,SITE,XLI,Industrials,0.0,6999737856
2023-03-13,132.85000610351562,137.35000610351562,132.22000122070312,136.0,136.0,384400,17.300058862054765,35.613961555286096,145.99031946520518,SITE,XLI,Industrials,0.0,6999737856
2023-03-14,139.16000366210938,142.39999389648438,136.6649932861328,138.6999969482422,138.6999969482422,398100,18.125062326259407,36.35052306743798,145.03886046851898,SITE,XLI,Industrials,0.0,6999737856
2023-03-15,135.08999633789062,137.55499267578125,131.32000732421875,134.50999450683594,134.50999450683594,324500,17.632669607805756,41.23720792413724,144.43515918087357,SITE,XLI,Industrials,0.0,6999737856
2023-03-16,133.02999877929688,138.83999633789062,131.47000122070312,137.10000610351562,137.10000610351562,326800,18.030421152727055,36.54781525440845,143.4899054023938,SITE,XLI,Industrials,0.0,6999737856
2023-03-17,136.32000732421875,136.47500610351562,132.73500061035156,132.9499969482422,132.9499969482422,294800,18.102904170727665,41.01315618302311,142.8813435644054,SITE,XLI,Industrials,0.0,6999737856
2023-03-20,132.5399932861328,134.88999938964844,132.5399932861328,133.10000610351562,133.10000610351562,180000,18.17020983029966,36.57206622841583,141.9355010295327,SITE,XLI,Industrials,0.0,6999737856
2023-03-21,135.2100067138672,137.44000244140625,135.1529998779297,136.32000732421875,136.32000732421875,146900,18.266836756164395,36.838306372008546,141.094025322293,SITE,XLI,Industrials,0.0,6999737856
2023-03-22,135.66000366210938,137.8000030517578,132.9199981689453,132.9199981689453,132.9199981689453,213000,17.70142841855691,42.42494160675378,140.63935694152403,SITE,XLI,Industrials,0.0,6999737856
2023-03-23,133.9199981689453,136.86500549316406,132.33999633789062,133.83999633789062,133.83999633789062,273700,17.608534794190383,38.54785502303269,139.90417991556416,SITE,XLI,Industrials,0.0,6999737856
2023-03-24,132.1699981689453,132.97999572753906,127.55899810791016,130.39999389648438,130.39999389648438,317300,17.632906428455897,40.14189343174166,139.32663862245238,SITE,XLI,Industrials,0.0,6999737856
2023-03-27,132.66000366210938,133.82000732421875,131.26400756835938,133.08999633789062,133.08999633789062,269400,18.483286600958053,36.345518672893384,138.476481981884,SITE,XLI,Industrials,0.0,6999737856
2023-03-28,132.91000366210938,134.6999969482422,130.9149932861328,131.02999877929688,131.02999877929688,184000,19.032093112121867,41.04119849956581,137.96348334912273,SITE,XLI,Industrials,0.0,6999737856
2023-03-29,133.0800018310547,134.61000061035156,132.19000244140625,133.85000610351562,133.85000610351562,182900,19.28461888493867,38.68756107966527,137.30315148532978,SITE,XLI,Industrials,0.0,6999737856
2023-03-30,135.44000244140625,136.63999938964844,132.91000366210938,133.27999877929688,133.27999877929688,237200,19.51910710255427,43.467130455183565,136.97428049658558,SITE,XLI,Industrials,0.0,6999737856
2023-03-31,134.74000549316406,136.9199981689453,133.74000549316406,136.8699951171875,136.8699951171875,186800,19.11605481308083,42.741846054769695,136.6224441425581,SITE,XLI,Industrials,0.0,6999737856
2023-04-03,135.99000549316406,136.5050048828125,132.8800048828125,134.47999572753906,134.47999572753906,241800,18.65701092922896,48.563146482529085,136.64602042585614,SITE,XLI,Industrials,0.0,6999737856
2023-04-04,135.4199981689453,135.50999450683594,129.2899932861328,130.27999877929688,130.27999877929688,191800,18.438600453959697,45.26384089437624,136.43973235934976,SITE,XLI,Industrials,0.0,6999737856
2023-04-05,128.77999877929688,129.24000549316406,125.5999984741211,127.87000274658203,127.87000274658203,368500,19.02133105821255,40.10712584357699,135.8530910660114,SITE,XLI,Industrials,0.0,6999737856
2023-04-06,127.58999633789062,129.50999450683594,126.52999877929688,129.3699951171875,129.3699951171875,223300,20.2233401993054,37.46928168679081,135.09279694035146,SITE,XLI,Industrials,0.0,6999737856
2023-04-10,131.02999877929688,134.64999389648438,131.02999877929688,133.77000427246094,133.77000427246094,258500,21.244059778779636,40.10951804343516,134.54776819528823,SITE,XLI,Industrials,0.0,6999737856
2023-04-11,134.49000549316406,137.02000427246094,134.49000549316406,136.1699981689453,136.1699981689453,322000,20.57962993402028,47.157745934274914,134.47369544073325,SITE,XLI,Industrials,0.0,6999737856
2023-04-12,138.36000061035156,140.57000732421875,136.0399932861328,136.0500030517578,136.0500030517578,330600,19.347664471710523,50.574505311048036,134.63524808151536,SITE,XLI,Industrials,0.0,6999737856
2023-04-13,136.52000427246094,137.27999877929688,134.58999633789062,136.63999938964844,136.63999938964844,173100,18.542352921534437,50.39903912472092,134.76998665010987,SITE,XLI,Industrials,0.0,6999737856
2023-04-14,136.0,139.5500030517578,134.5,135.85000610351562,135.85000610351562,225900,17.437126490676476,51.29381918072403,134.9480831014945,SITE,XLI,Industrials,0.0,6999737856
2023-04-17,136.4600067138672,137.6199951171875,135.66600036621094,137.5500030517578,137.5500030517578,179400,16.91219668301694,49.993358322802166,135.03398053025842,SITE,XLI,Industrials,0.0,6999737856
2023-04-18,138.52999877929688,139.22999572753906,137.3000030517578,138.58999633789062,138.58999633789062,163500,16.4247618616188,52.76842909642989,135.27360172278216,SITE,XLI,Industrials,0.0,6999737856
2023-04-19,137.80999755859375,139.5800018310547,136.47000122070312,139.41000366210938,139.41000366210938,150300,16.33317090818432,54.43433757970831,135.58944882898297,SITE,XLI,Industrials,0.0,6999737856
2023-04-20,138.35000610351562,141.6300048828125,137.52000427246094,140.50999450683594,140.50999450683594,197400,15.99920834140853,55.75932683133,135.9533111940426,SITE,XLI,Industrials,0.0,6999737856
2023-04-21,141.13999938964844,141.13999938964844,139.02999877929688,139.80999755859375,139.80999755859375,165900,16.159229282150577,57.542860925531784,136.38728103335626,SITE,XLI,Industrials,1.0,6999737856
2023-04-24,140.0,142.8800048828125,140.0,142.72999572753906,142.72999572753906,229300,16.307820155696763,55.99580178465864,136.71325403575983,SITE,XLI,Industrials,1.0,6999737856
2023-04-25,141.97000122070312,143.16000366210938,141.35000610351562,141.35000610351562,141.35000610351562,419900,16.84484065524395,60.737798309113,137.2862770540245,SITE,XLI,Industrials,1.0,6999737856
2023-04-26,140.94000244140625,142.0399932861328,139.26499938964844,140.24000549316406,140.24000549316406,325000,17.40717630160461,57.579777229147076,137.67329886826175,SITE,XLI,Industrials,0.0,6999737856
2023-04-27,141.6699981689453,143.50999450683594,140.25,143.49000549316406,143.49000549316406,241000,17.16504937754406,55.0982127113524,137.91774711825244,SITE,XLI,Industrials,0.0,6999737856
2023-04-28,143.4499969482422,148.55999755859375,143.4499969482422,147.74000549316406,147.74000549316406,236500,17.315822912406066,60.47009173640215,138.44843839205353,SITE,XLI,Industrials,0.0,6999737856
2023-05-01,147.75,149.16000366210938,146.16000366210938,147.97000122070312,147.97000122070312,221400,18.519727085761563,66.16985375771142,139.33334954454025,SITE,XLI,Industrials,0.0,6999737856
2023-05-02,146.69000244140625,147.61000061035156,144.27000427246094,147.27000427246094,147.27000427246094,579300,19.746088945422855,66.45176739445675,140.1558877994129,SITE,XLI,Industrials,0.0,6999737856
2023-05-03,154.58999633789062,160.8300018310547,149.2100067138672,156.94000244140625,156.94000244140625,804100,20.181568597425322,64.68500999058479,140.83342270160796,SITE,XLI,Industrials,0.0,6999737856
2023-05-04,155.61000061035156,156.9600067138672,152.47000122070312,153.42999267578125,153.42999267578125,331500,22.457990866115058,74.69430652022821,142.36738267682685,SITE,XLI,Industrials,0.0,6999737856
2023-05-05,154.8300018310547,156.33999633789062,152.19000244140625,152.97999572753906,152.97999572753906,285100,24.571811544184097,67.2441469809073,143.4209645814892,SITE,XLI,Industrials,0.0,6999737856
2023-05-08,153.05999755859375,154.27000427246094,151.9149932861328,153.7100067138672,153.7100067138672,249800,26.44117025450962,66.33070988326236,144.3313485001606,SITE,XLI,Industrials,0.0,6999737856
2023-05-09,153.19000244140625,155.27999877929688,152.47999572753906,153.69000244140625,153.69000244140625,210800,28.07986729027865,67.11121630472051,145.22455404432313,SITE,XLI,Industrials,0.0,6999737856
2023-05-10,155.4199981689453,155.4199981689453,146.7899932861328,148.47000122070312,148.47000122070312,492600,29.72607253619181,67.06533680443468,146.0307872249977,SITE,XLI,Industrials,0.0,6999737856
2023-05-11,148.41000366210938,149.2100067138672,146.27999877929688,148.08999633789062,148.08999633789062,303900,29.388476217164186,56.257547043975364,146.2630933198268,SITE,XLI,Industrials,0.0,6999737856
2023-05-12,148.77000427246094,150.0749969482422,146.9600067138672,148.6300048828125,148.6300048828125,170500,28.928445935584566,55.55565502162562,146.4370840834519,SITE,XLI,Industrials,0.0,6999737856
2023-05-15,148.4499969482422,151.85000610351562,147.76499938964844,150.83999633789062,150.83999633789062,290000,28.661472589953725,56.388354186230025,146.645933683391,SITE,XLI,Industrials,0.0,6999737856
2023-05-16,149.6699981689453,150.0,147.67999267578125,148.27000427246094,148.27000427246094,182500,28.73651297238687,59.71488020233252,147.04536822191477,SITE,XLI,Industrials,0.0,6999737856
2023-05-17,148.57000732421875,150.02000427246094,147.97999572753906,149.47000122070312,149.47000122070312,223800,28.777403530912824,54.50803304099801,147.16200022672868,SITE,XLI,Industrials,0.0,6999737856
2023-05-18,149.8800048828125,153.02999877929688,149.2550048828125,152.97999572753906,152.97999572753906,299400,28.819346484779917,56.41887067830174,147.38180984520244,SITE,XLI,Industrials,0.0,6999737856
2023-05-19,154.41000366210938,154.61000061035156,148.75799560546875,149.22000122070312,149.22000122070312,185700,29.42885479112363,61.511385774829144,147.91497040542498,SITE,XLI,Industrials,0.0,6999737856
2023-05-22,149.55999755859375,150.52000427246094,148.19000244140625,148.83999633789062,148.83999633789062,181900,30.26370068975252,54.20446550537783,148.0392590544991,SITE,XLI,Industrials,0.0,6999737856
2023-05-23,148.0,148.74000549316406,145.52999877929688,148.07000732421875,148.07000732421875,392700,30.80977178955876,53.51260018667894,148.11551974815544,SITE,XLI,Industrials,0.0,6999737856
2023-05-24,143.44000244140625,144.19000244140625,139.6649932861328,141.25999450683594,141.25999450683594,403800,30.303616232768572,52.062520984866936,148.11118523159004,SITE,XLI,Industrials,0.0,6999737856
2023-05-25,141.24000549316406,142.8699951171875,140.31500244140625,141.99000549316406,141.99000549316406,261700,28.179264306281652,41.381945414282015,147.45869087685156,SITE,XLI,Industrials,0.0,6999737856
2023-05-26,142.13999938964844,143.16000366210938,139.38999938964844,141.11000061035156,141.11000061035156,269200,26.206651803115225,42.73807611831828,146.93786369745274,SITE,XLI,Industrials,0.0,6999737856
2023-05-30,142.5800018310547,143.25,139.55499267578125,140.42999267578125,140.42999267578125,281200,24.62112096138831,41.49191555722423,146.38282911772882,SITE,XLI,Industrials,0.0,6999737856
2023-05-31,139.99000549316406,141.16000366210938,137.1649932861328,137.88999938964844,137.88999938964844,354400,23.121959886899084,40.50898247894278,145.8158923137338,SITE,XLI,Industrials,0.0,6999737856
2023-06-01,137.6199951171875,139.3300018310547,136.75999450683594,138.88999938964844,138.88999938964844,308300,22.375411774180854,36.984587927481364,145.06104536858282,SITE,XLI,Industrials,0.0,6999737856
2023-06-02,141.27000427246094,144.5,140.44000244140625,143.8000030517578,143.8000030517578,432800,21.787147709172185,39.22640528123865,144.4733267039224,SITE,XLI,Industrials,0.0,6999737856
2023-06-05,143.10000610351562,144.13999938964844,142.0,142.72999572753906,142.72999572753906,335600,20.752547702461467,48.84866208039373,144.40920064181148,SITE,XLI,Industrials,0.0,6999737856
2023-06-06,145.24000549316406,152.97000122070312,144.83999633789062,151.3800048828125,151.3800048828125,489000,19.791847696230086,47.09857599335989,144.24927636426173,SITE,XLI,Industrials,0.0,6999737856
2023-06-07,151.9499969482422,154.23500061035156,151.32000732421875,152.8300018310547,152.8300018310547,428700,20.695436249403393,59.67584863308274,144.92839336602847,SITE,XLI,Industrials,0.0,6999737856
2023-06-08,152.3699951171875,153.2550048828125,148.16000366210938,150.05999755859375,150.05999755859375,289800,21.72828018199234,61.33531624087567,145.6809275055548,SITE,XLI,Industrials,1.0,6999737856
2023-06-09,149.5800018310547,149.97500610351562,146.47000122070312,148.1999969482422,148.1999969482422,174100,21.746042131080234,56.54772854805498,146.0979817963204,SITE,XLI,Industrials,1.0,6999737856
2023-06-12,148.89999389648438,151.85499572753906,147.31500244140625,151.6999969482422,151.6999969482422,161900,21.299267813934488,53.526442505620054,146.29817371555103,SITE,XLI,Industrials,1.0,6999737856
2023-06-13,153.19000244140625,156.02499389648438,152.3249969482422,154.7100067138672,154.7100067138672,213200,21.245890683898217,58.06665168459024,146.81263307104544,SITE,XLI,Industrials,1.0,6999737856
2023-06-14,154.9199981689453,156.17999267578125,153.27999877929688,154.82000732421875,154.82000732421875,196000,21.90651166645174,61.54598605315156,147.5647638941713,SITE,XLI,Industrials,1.0,6999737856
2023-06-15,154.8000030517578,159.27999877929688,154.35000610351562,158.88999938964844,158.88999938964844,203900,22.544691966476652,61.67114857482001,148.25573945893774,SITE,XLI,Industrials,1.0,6999737856
2023-06-16,159.13999938964844,160.1699981689453,157.4199981689453,158.7899932861328,158.7899932861328,463200,23.61622040684372,66.07143787801975,149.26852611900543,SITE,XLI,Industrials,1.0,6999737856
2023-06-20,157.08999633789062,162.58999633789062,156.61000061035156,161.82000732421875,161.82000732421875,362700,24.74103970486562,65.8713275660653,150.17533251587471,SITE,XLI,Industrials,1.0,6999737856
2023-06-21,161.75,163.7100067138672,159.6199951171875,160.14999389648438,160.14999389648438,305500,26.125637113007887,68.94070388155455,151.28434916428844,SITE,XLI,Industrials,1.0,6999737856
2023-06-22,159.4499969482422,159.9499969482422,157.08999633789062,159.13999938964844,159.13999938964844,212700,27.561660804639555,65.4470427667973,152.12869628164043,SITE,XLI,Industrials,1.0,6999737856
2023-06-23,157.5800018310547,159.75999450683594,156.47999572753906,157.8800048828125,157.8800048828125,491800,28.018384291842903,63.355936471099696,152.79643943478405,SITE,XLI,Industrials,1.0,6999737856
2023-06-26,157.9600067138672,162.25,157.9600067138672,160.94000244140625,160.94000244140625,260600,28.23839523762748,60.74825689176432,153.28058852507246,SITE,XLI,Industrials,1.0,6999737856
