Date,Open,High,Low,Close,Adj Close,Volume,ADX,RSI,EMA_20,EMA_50,Upper_BBand,Middle_BBand,Lower_BBand,MACD,MACD_Signal,MACD_Hist,ATR,CCI,Williams_%R,MFI,OBV,Ticker,Corresponding ETF,Sector,SP,Market Cap
2024-02-23,366.29998779296875,368.5096130371094,361.85009765625,365.7900085449219,365.7900085449219,290084,21.715683313170103,65.27855391407563,351.1084411735803,335.1932006835938,371.5658285151904,350.72450103759763,329.8831735600049,7.608374971281592,7.621238808934275,-0.012863837652683507,7.487722015901907,118.24504188206565,-3.3156505830990324,72.66575393278755,2079941.0,HUBB,XLI,Industrials,1.0,20877948928
2024-02-26,366.42999267578125,371.5,366.42999267578125,369.5799865722656,369.5799865722656,391812,22.31676930772746,65.90783556746345,352.50668568513663,336.3930755016851,372.63018315319823,352.3230010986328,332.01581904406737,7.852887272309488,7.667568501609318,0.18531877070017,7.428564399113155,143.8552441878557,-10.598776899528316,70.10463478269814,2370025.0,HUBB,XLI,Industrials,1.0,20877948928
2024-02-27,369.9700012207031,371.05999755859375,364.7349853515625,367.489990234375,367.489990234375,297275,23.14725407876526,68.11230944831756,354.13271434105366,337.694522994649,372.9669660021143,354.3529998779297,335.73903375374505,8.257299575611682,7.785514716409791,0.4717848592018914,7.305809188824938,170.95129114020978,-6.701618976505188,69.42196486952567,2761837.0,HUBB,XLI,Industrials,1.0,20877948928
2024-02-28,366.3800048828125,372.5849914550781,365.260009765625,370.82000732421875,370.82000732421875,383019,23.610003184124913,65.59344754910477,355.4048358547033,338.8629726903245,372.64663836095514,356.09949951171876,339.5523606624824,8.313323187135097,7.891076410554852,0.4222467765802449,7.2357522615539605,127.02883518796459,-16.867216241819914,71.73311881425293,2464562.0,HUBB,XLI,Industrials,1.0,20877948928
2024-02-29,375.3599853515625,382.5799865722656,374.43499755859375,380.6700134277344,380.6700134277344,955066,24.191946948365324,67.64643597434025,356.8729474232286,340.11618973479096,374.22738663729615,357.425,340.6226133627039,8.528119993220685,8.018485127088018,0.5096348661326662,7.242125792118187,130.58046446819813,-7.099986618854648,71.7646530971343,2847581.0,HUBB,XLI,Industrials,1.0,20877948928
2024-03-01,380.6000061035156,385.3450012207031,379.6199951171875,384.7699890136719,384.7699890136719,396217,25.590851274785567,72.81379513366981,359.13933466175297,341.7065357619652,376.24858745324747,359.6800003051758,343.1114131571041,9.384977009172474,8.29178350350491,1.0931935056675641,7.5648296103988075,200.12302165892248,-5.479929427937256,75.32949321657244,3802647.0,HUBB,XLI,Industrials,1.0,20877948928
2024-03-04,386.8299865722656,392.9800109863281,386.8299865722656,387.739990234375,387.739990234375,437271,27.09005220547809,74.63012334938634,361.5803493619357,343.39529863458114,379.9690117051523,361.73300018310545,343.4969886610586,10.276416005629187,8.688710003929765,1.5877060016994218,7.433413645621437,178.41606329174817,-1.5285158826282816,75.8169186803998,4198864.0,HUBB,XLI,Industrials,1.0,20877948928
2024-03-05,384.25,385.364990234375,377.32000732421875,380.6499938964844,380.6499938964844,450351,28.974832255574903,75.88690200396695,364.07174373073946,345.13430614829855,384.5038961517788,363.4184997558594,342.33310335993997,11.094649892189807,9.169897981581773,1.924751910608034,7.488885668981067,174.0232848789519,-11.579133350372214,76.54789832812585,4636135.0,HUBB,XLI,Industrials,1.0,20877948928
2024-03-06,386.2900085449219,388.8599853515625,382.3475036621094,387.9200134277344,387.9200134277344,333014,29.106630077998236,67.3141392772729,365.65062469890563,346.5270782168549,386.44884528077745,364.90149993896483,343.3541545971522,11.043697817473173,9.544657948760053,1.4990398687131208,7.698249757636438,96.52346515226267,-29.912704329690524,74.88992292678687,4185784.0,HUBB,XLI,Industrials,1.0,20877948928
2024-03-07,390.010009765625,393.3699951171875,389.4200134277344,392.9599914550781,392.9599914550781,293829,29.50178721963093,70.93935221338057,367.77151886355597,348.15033057806585,389.4374815940544,366.7850006103516,344.13251962664873,11.45786857262425,9.927300073532892,1.5305684990913573,7.73480273602513,110.69281290676058,-12.275588085262646,75.02297265747116,4518798.0,HUBB,XLI,Industrials,1.0,20877948928
