Date,Open,High,Low,Close,Adj Close,Volume,ADX,RSI,EMA_20,EMA_50,Upper_BBand,Middle_BBand,Lower_BBand,MACD,MACD_Signal,MACD_Hist,ATR,CCI,Williams_%R,MFI,OBV,Ticker,Corresponding ETF,Sector,SP,Market Cap
2024-02-23,148.30999755859375,149.38999938964844,148.10000610351562,148.89999389648438,148.89999389648438,932700,46.99078121201179,79.49452018978822,135.06165943954667,124.82459976196289,149.1356650343374,133.34949913024903,117.56333322616067,6.255787962371812,4.6455272823437195,1.6102606800280928,3.5588545763446215,123.62401653487638,-13.739281401640527,60.50512890448149,12538300.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-02-26,149.02999877929688,150.80999755859375,148.60000610351562,150.2899932861328,150.2899932861328,1066700,48.22289372918795,79.13192672487489,136.37959605449313,125.76873286527746,151.0562446754745,134.6459987640381,118.2357528526017,6.5700907107781745,5.030439968030611,1.5396507427475639,3.3967930556152064,101.71720085742106,-14.246716487024521,61.93662395972284,11605600.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-02-27,151.0,151.0,148.77999877929688,149.67999267578125,149.67999267578125,822800,49.49992196819427,80.17322349189281,137.70439579083978,126.73035092099728,152.8339632736013,136.0194984436035,119.20503361360569,6.852349616415779,5.3948218977076445,1.4575277187081346,3.3120215127197006,92.54998380964103,-9.29662687204208,66.82337276839573,12672300.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-02-28,149.61000061035156,149.83999633789062,147.3800048828125,147.77000427246094,147.77000427246094,1070400,50.703755952562055,78.3260871962669,138.84492882750087,127.63033687216529,154.37557102966989,137.19399795532226,120.01242488097463,6.9467421619850995,5.705205950563135,1.2415362114219644,3.2340200632899454,78.72148140877512,-12.749929501849222,62.11471198539474,11849500.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-02-29,148.60000610351562,149.72000122070312,147.33999633789062,149.3699951171875,149.3699951171875,898300,51.158952351905874,72.67973365024353,139.69493601273516,128.42012775060826,155.3205037809525,138.2409980773926,121.16149237383269,6.789167535462752,5.921998267543058,0.8671692679196941,3.17873230556053,57.28573000169693,-21.339271542983106,55.55478308106261,10779100.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-03-01,149.07000732421875,149.72000122070312,148.10000610351562,149.60000610351562,149.60000610351562,419600,51.56241135686513,74.3479600671227,140.6163702131592,129.24169117674862,156.14271233302122,139.4234977722168,122.70428321141236,6.715976798188791,6.080793973672205,0.635182824516586,3.1216803467928136,54.9962330191546,-14.196458191275655,56.053492655086146,11677400.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-03-04,149.91000366210938,151.9499969482422,149.13999938964844,149.63999938964844,149.63999938964844,568000,51.937051861470145,74.5881868824743,141.47195458366934,130.0400564679944,156.98472483421853,140.46999816894532,123.95527150367212,6.600446734582221,6.184724525854208,0.41572220872801235,3.0144171161067197,52.896650456007706,-13.16962385056747,55.297250462889224,12097000.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-03-05,149.74000549316406,152.07000732421875,149.4199981689453,151.5500030517578,151.5500030517578,492900,52.59256310281698,74.63267023641438,142.2498636128102,130.8086816806083,157.73682379176083,141.42699813842773,125.11717248509463,6.437903308888735,6.235360282461114,0.20254302642762134,2.9998157191415076,61.50867090463518,-12.991082467590413,60.80401850556518,12665000.0,TXRH,XLY,Consumer Cyclical,1.0,11532732416
2024-03-06,151.57000732421875,152.4600067138672,150.66000366210938,151.4199981689453,151.4199981689453,547400,53.21721120032287,76.72788930857156,143.13559117842425,131.62206683241808,158.3266666442963,142.57699813842774,126.82732963255917,6.389553016118953,6.266198829192682,0.12335418692627087,2.974829536008074,73.4533101192846,-4.464283889654477,65.21205886115936,13157900.0,TXRH,XLY,Consumer Cyclical,0.0,11532732416
2024-03-07,151.60000610351562,151.66000366210938,149.72000122070312,150.2899932861328,150.2899932861328,615800,53.851677935224664,76.266150204283,143.92458232037865,132.3984562965956,158.6171482795668,143.68899841308593,128.76084854660505,6.268485553740248,6.266656174102195,0.0018293796380532967,2.890913358561627,99.77411387138034,-5.574763910374394,69.85856957480432,12610500.0,TXRH,XLY,Consumer Cyclical,0.0,11532732416
