Date,Ticker,Action,Open,Close,RSI,ADX,Volume,EMA_20,Market Cap,Sector,Corresponding ETF,SP,Percentage Change,Transaction Price,Duration
2020-11-09,ADP,Buy,173.47000122070312,169.88999938964844,72.27650580083494,30.364452126100023,2298000,154.63408355783153,100243554304,Industrials,XLI,1.0,,173.47000122070312,2020-11-09 00:00:00
2020-12-10,ADP,Sell,172.72000122070312,172.0,60.237792845074665,29.652541473677076,1811900,171.5638055389126,100243554304,Industrials,XLI,1.0,-0.8474094715851566,172.0,31
2020-11-12,AIG,Buy,37.029998779296875,36.060001373291016,70.99744345700488,30.44715118485567,6847100,33.018027162112915,52310310912,Financial Services,XLF,1.0,,37.029998779296875,2020-11-12 00:00:00
2020-12-11,AIG,Sell,38.83000183105469,38.790000915527344,60.69560504630973,29.22959884928897,5299000,38.65463954580516,52310310912,Financial Services,XLF,1.0,4.752908977178983,38.790000915527344,29
2020-02-14,AMT,Buy,257.0,256.25,78.38009050065062,30.909724281211176,1600700,240.5619173487143,91405688832,Real Estate,XLRE,1.0,,257.0,2020-02-14 00:00:00
2020-02-26,AMT,Sell,246.13999938964844,242.6699981689453,56.673505186788034,29.56998858086908,2024600,244.49475437128729,91405688832,Real Estate,XLRE,0.0,-5.5758761988539645,242.6699981689453,12
2020-10-13,AOS,Buy,56.04999923706055,55.20000076293945,64.8895606573188,30.968131661874484,1406000,53.64417839863802,12267479040,Industrials,XLI,1.0,,56.04999923706055,2020-10-13 00:00:00
2020-10-22,AOS,Sell,55.040000915527344,54.90999984741211,54.88838840182275,29.606940490113207,1118900,54.43952901850921,12267479040,Industrials,XLI,1.0,-2.033897243828443,54.90999984741211,9
2020-12-02,ASAN,Buy,27.950000762939453,26.709999084472656,63.949707423283165,30.05880685283565,1703100,24.23181630118981,2973051136,Technology,XLK,1.0,,27.950000762939453,2020-12-02 00:00:00
2020-12-03,ASAN,Sell,26.709999084472656,27.170000076293945,61.34438046398496,29.921301776679716,2191300,24.46783370912151,2973051136,Technology,XLK,1.0,-2.790700054934369,27.170000076293945,1
