Date,Ticker,Action,Open,Close,RSI,ADX,Volume,EMA_20,Market Cap,Sector,Corresponding ETF,SP,Percentage Change,Transaction Price,Duration
2021-01-05,ACIW,Buy,37.75,38.0,56.46870715874045,32.94576500280048,834700,37.68655429348822,3796894208,Technology,XLK,1.0,,37.75,2021-01-05 00:00:00
2021-01-07,ACIW,Sell,38.97999954223633,39.13999938964844,61.39240879515741,29.735746089286188,651900,37.80341529435394,3796894208,Technology,XLK,0.0,3.6821175884726824,39.13999938964844,2
2021-09-28,ACIC,Buy,3.6500000953674316,3.4600000381469727,54.066558076342055,33.9748562343191,569900,3.423453649932708,564376320,Financial Services,XLF,1.0,,3.6500000953674316,2021-09-28 00:00:00
2021-09-29,ACIC,Sell,3.549999952316284,3.5899999141693115,48.35703084026836,31.7163228633629,289400,3.4269342583340663,564376320,Financial Services,XLF,1.0,-1.6438405378200442,3.5899999141693115,1
2021-03-19,AAT,Buy,34.97999954223633,33.75,61.19513195860793,30.732029965048934,766100,33.611915044179774,1676396416,Real Estate,XLRE,1.0,,34.97999954223633,2021-03-19 00:00:00
2021-03-22,AAT,Sell,33.7599983215332,32.970001220703125,54.144406676518045,29.81920913991365,248000,33.62506599235313,1676396416,Real Estate,XLRE,1.0,-5.746135928636152,32.970001220703125,3
2021-05-05,AFL,Buy,54.939998626708984,55.380001068115234,68.20939489847169,30.37398528864953,3682200,53.19656438486427,51066114048,Financial Services,XLF,1.0,,54.939998626708984,2021-05-05 00:00:00
2021-05-26,AFL,Sell,56.0,56.25,57.22495144276027,29.79970315434948,3077300,55.283381446611,51066114048,Financial Services,XLF,1.0,2.384421925802817,56.25,21
2021-09-27,ALV,Buy,87.6500015258789,89.80000305175781,51.367032540799975,31.023596524134565,844300,87.27549252721664,10380957696,Consumer Cyclical,XLY,1.0,,87.6500015258789,2021-09-27 00:00:00
2021-09-28,ALV,Sell,89.79000091552734,88.5999984741211,54.073883973925774,29.171221909448956,541900,87.51592210098246,10380957696,Consumer Cyclical,XLY,1.0,1.0838527458116454,88.5999984741211,1
2021-12-08,AQN,Buy,14.079999923706055,14.029999732971191,50.63762033355324,32.70794524921432,2766800,13.95085039838832,4351748096,Utilities,XLU,1.0,,14.079999923706055,2021-12-08 00:00:00
2021-12-09,AQN,Sell,14.050000190734863,13.899999618530273,49.10231428030709,30.448847514070415,1090600,13.958388430253356,4351748096,Utilities,XLU,1.0,-1.2784112652779236,13.899999618530273,1
2021-12-29,ARHS,Buy,11.880000114440918,13.34000015258789,57.40213413062464,31.425903272100392,1393600,10.860212444847681,2640114944,Consumer Cyclical,XLY,1.0,,11.880000114440918,2021-12-29 00:00:00
2021-12-30,ARHS,Sell,13.34000015258789,13.579999923706055,65.76665472575502,32.64308151634661,595000,11.0963827027277,2640114944,Consumer Cyclical,XLY,1.0,14.309762566404993,13.579999923706055,1
2021-02-23,ATRO,Buy,16.8799991607666,15.949999809265137,73.52742678020975,30.657810352476787,627700,15.211869253144938,718208064,Industrials,XLI,1.0,,16.8799991607666,2021-02-23 00:00:00
2021-02-24,ATRO,Sell,16.079999923706055,17.56999969482422,57.763462599736926,29.56261768267839,385500,15.282167401346861,718208064,Industrials,XLI,1.0,4.0876810921966955,17.56999969482422,1
2021-10-22,AU,Buy,19.5,19.520000457763672,70.65357494930812,34.870861918407726,3529600,17.77011316081319,10363624448,Basic Materials,XLB,1.0,,19.5,2021-10-22 00:00:00
2021-11-08,AU,Sell,19.020000457763672,18.75,60.49692639813228,28.9193705446561,1724900,18.477297342994717,10363624448,Basic Materials,XLB,1.0,-3.8461538461538463,18.75,17
2021-11-15,AU,Buy,20.719999313354492,21.030000686645508,76.10223286382238,30.31408682473681,1830900,19.083069385985535,10363624448,Basic Materials,XLB,1.0,,20.719999313354492,2021-11-15 00:00:00
2021-11-26,AU,Sell,20.15999984741211,19.850000381469727,58.8057529871984,29.77502554899579,1776200,19.92205689069042,10363624448,Basic Materials,XLB,1.0,-4.198836682991742,19.850000381469727,11
2021-11-09,ARCO,Buy,4.900000095367432,4.889999866485596,52.25275513785209,32.88381315443935,725700,4.792278952534111,2034946560,Consumer Cyclical,XLY,1.0,,4.900000095367432,2021-11-09 00:00:00
2021-11-15,ARCO,Sell,5.25,5.300000190734863,61.60724374745564,29.753115234519534,704300,4.9379220996246405,2034946560,Consumer Cyclical,XLY,1.0,8.16326709351701,5.300000190734863,6
2021-08-02,AVNS,Buy,37.959999084472656,38.5,59.38027423169275,30.43161780053887,545100,36.339343711711074,913946624,Healthcare,XLV,1.0,,37.959999084472656,2021-08-02 00:00:00
2021-08-03,AVNS,Sell,35.16999816894531,36.93000030517578,62.385958742505224,29.517629611339682,933100,36.54512050107192,913946624,Healthcare,XLV,1.0,-2.7133793575832588,36.93000030517578,1
2021-02-11,AXL,Buy,10.470000267028809,10.5600004196167,62.062331581219496,30.802079610174754,1572400,9.584381389086522,898104896,Consumer Cyclical,XLY,1.0,,10.470000267028809,2021-02-11 00:00:00
2021-02-17,AXL,Sell,9.75,9.359999656677246,53.02212351920661,28.704366360919952,1892700,9.698422676916639,898104896,Consumer Cyclical,XLY,1.0,-10.601724756847213,9.359999656677246,6
